カード名,カードID,カードコード,タイプ,レアリティ,コスト,属性,パワー,カウンター,色,ブロックアイコン,特徴,テキスト,トリガー,入手情報
キラー,OP01-039_p2,OP01-039,CHARACTER,UC,2,斬,2000,1000,緑,1,超新星/キッド海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ドン‼×1】【ブロック時】自分のキャラが３枚以上いる場合、カード1枚を引く。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
おれの”侍”になれ‼!,OP01-055_p1,OP01-055,EVENT,C,1,,-,0,緑,1,ワノ国/光月家,【メイン】自分のキャラ2枚をレストにできる：カード2枚を引く。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
カーリー・ダダン,OP02-005_p3,OP02-005,CHARACTER,UC,2,斬,3000,1000,赤,1,山賊,【登場時】自分のデッキの上から5枚までを見て、コスト1の赤のキャラ1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
ゴムゴムの雨,OP02-068_p1,OP02-068,EVENT,R,0,,-,0,青,1,インペルダウン/麦わらの一味,【カウンター】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【トリガー】コスト2以下のキャラ1枚までを、持ち主の手札に戻す。,ONE PIECE CARD THE BEST vol.2【PRB-02】
バギー,OP03-008_p2,OP03-008,CHARACTER,UC,1,斬,3000,0,赤,1,バギー海賊団,このキャラは属性 (斬)を持つカードとのバトルでKOされない。【登場時】自分のデッキの上から5枚を見て、赤のイベント1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
ノジコ,OP03-048_p1,OP03-048,CHARACTER,UC,2,知,-,1000,青,1,東の海,【登場時】自分のリーダーが「ナミ」の場合、相手のコスト5以下のキャラ1枚までを、持ち主の手札に戻す。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
ゴムゴムのJET銃乱打,OP03-072_p1,OP03-072,EVENT,R,0,,-,0,紫,1,W7/麦わらの一味,【カウンター】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【トリガー】ドン‼デッキからドン‼1枚までを、アクティブで追加する。,ONE PIECE CARD THE BEST vol.2【PRB-02】
反行儀キックコース,OP04-016_p1,OP04-016,EVENT,R,0,,-,0,赤,1,アラバスタ王国/麦わらの一味,【カウンター】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【トリガー】相手のリーダーかキャラ1枚までを、このターン中、パワー-3000。,ONE PIECE CARD THE BEST vol.2【PRB-02】
イデオ,OP04-077_p1,OP04-077,CHARACTER,C,2,打,2000,1000,黒,1,ドレスローザ,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ONE PIECE CARD THE BEST vol.2【PRB-02】
コリーダコロシアム,OP04-096_p1,OP04-096,STAGE,C,1,,-,0,黒,1,ドレスローザ,自分のリーダーが特徴《ドレスローザ》を持つ場合、自分の特徴《ドレスローザ》を持つキャラは、登場したターンにキャラへアタックできる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
エンポリオ・イワンコフ,OP05-004_p2,OP05-004,CHARACTER,UC,4,特,5000,1000,赤,2,革命軍,【起動メイン】【ターン1回】このキャラのパワーが7000以上の場合、自分の手札から「エンポリオ・イワンコフ」以外のパワー5000以下の特徴《革命軍》を持つキャラカード1枚までを、登場させる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
革命軍総本部,OP05-021_p2,OP05-021,STAGE,UC,1,,-,0,赤,2,革命軍,【起動メイン】自分の手札1枚を捨て、このステージをレストにできる：自分のデッキの上から3枚を見て、特徴《革命軍》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
ドンキホーテ・ロシナンテ,OP05-030_p2,OP05-030,CHARACTER,R,2,特,1000,1000,緑,2,海軍/ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【相手のターン中】自分のレストのキャラがKOされる場合、代わりにこのキャラをトラッシュに置くことができる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
モネ,OP05-036_p2,OP05-036,CHARACTER,UC,3,特,1000,1000,緑,2,ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ブロック時】相手のコスト4以下のキャラ1枚までを、レストにする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
メイナード,OP05-052_p1,OP05-052,CHARACTER,C,2,知,2000,1000,青,2,海軍,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ONE PIECE CARD THE BEST vol.2【PRB-02】
ガンマナイフ,OP05-077_p1,OP05-077,EVENT,C,2,,-,0,紫,2,ハートの海賊団,【メイン】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のキャラ1枚までを、このターン中、パワー-5000。,【トリガー】ドン‼デッキからドン‼1枚までを、アクティブで追加する。,ONE PIECE CARD THE BEST vol.2【PRB-02】
聖地マリージョア,OP05-097_p1,OP05-097,STAGE,C,1,,-,0,黒,2,聖地マリージョア,【自分のターン中】自分が手札から登場させるコスト2以上の特徴《天竜人》を持つキャラカードの支払うコストは1少なくなる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
聖地マリージョア,OP05-097_p2,OP05-097,STAGE,C,1,,-,0,黒,2,聖地マリージョア,【自分のターン中】自分が手札から登場させるコスト2以上の特徴《天竜人》を持つキャラカードの支払うコストは1少なくなる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
ギオン,OP06-044_p1,OP06-044,CHARACTER,UC,4,斬,5000,2000,青,2,海軍,【自分のターン中】【ターン1回】相手がイベントを発動した時、相手は自身の手札1枚をデッキの下に置く。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
センゴク,OP06-049_p1,OP06-049,CHARACTER,C,5,打,7000,1000,青,2,海軍,-,,ONE PIECE CARD THE BEST vol.2【PRB-02】
天叢雲剣,OP06-056_p3,OP06-056,EVENT,UC,2,,-,0,青,2,海軍,【メイン】相手の、コスト2以下のキャラ1枚までとコスト1以下のキャラ1枚までを、持ち主のデッキの下に好きな順番で置く。,【トリガー】このカードの【メイン】効果を発動する。,ONE PIECE CARD THE BEST vol.2【PRB-02】
重力刀　猛虎,OP06-058_p1,OP06-058,EVENT,R,7,,-,0,青,2,海軍,【メイン】コスト6以下のキャラ2枚までを、好きな順番で持ち主のデッキの下に置く。,【トリガー】コスト5以下のキャラ1枚までを、持ち主のデッキの下に置く。,ONE PIECE CARD THE BEST vol.2【PRB-02】
ホワイトスネーク,OP06-059_p1,OP06-059,EVENT,UC,2,,-,0,青,2,海軍,【カウンター】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000し、カード1枚を引く。,【トリガー】自分のデッキの上から5枚を見て、好きな順番に並び替え、デッキの上か下に置く。,ONE PIECE CARD THE BEST vol.2【PRB-02】
ヴィンスモーク・ソラ,OP06-063_p2,OP06-063,CHARACTER,UC,1,知,-,2000,紫,2,ヴィンスモーク家/ジェルマ王国,【登場時】自分の手札1枚を捨てることができる：自分の場のドン‼が相手の場のドン‼の枚数以下の場合、自分のトラッシュのパワー4000以下の特徴《ヴィンスモーク家》を持つキャラカード1枚までを、手札に加える。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
シキ,OP06-073_p1,OP06-073,CHARACTER,UC,2,特,1000,1000,紫,2,FILM/金獅子海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分の場のドン‼が8枚以上ある場合、カード1枚を引き、自分の手札1枚を捨てる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
人斬り鎌ぞう,OP06-076_p2,OP06-076,CHARACTER,UC,4,斬,5000,2000,紫,2,超新星/キッド海賊団/SMILE,【自分のターン中】【ターン1回】自分の場のドン‼がドン‼デッキに戻された時、相手のコスト2以下のキャラ1枚までを、KOする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
GERMA 66,OP06-078_p1,OP06-078,EVENT,UC,1,,-,0,紫,2,ヴィンスモーク家/ジェルマ66,【メイン】自分のデッキの上から5枚を見て、「GERMA66」以外の『ジェルマ』を含む特徴を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【トリガー】カード1枚を引く。,ONE PIECE CARD THE BEST vol.2【PRB-02】
お前が消えろ,OP06-115_p1,OP06-115,EVENT,R,0,,-,0,黄,2,空島,【カウンター】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【トリガー】自分のライフが0枚の場合、自分のデッキの上から1枚までを、ライフの上に加える。その後、自分の手札1枚を捨てる。,ONE PIECE CARD THE BEST vol.2【PRB-02】
サンジ,OP06-119_p3,OP06-119,CHARACTER,SEC,9,打,9000,0,青,2,麦わらの一味,【登場時】自分のデッキの上から1枚を公開し、「サンジ」以外のコスト9以下のキャラ1枚までを、登場させる。その後、残りをデッキの下に置く。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
モーダ,OP07-014_p1,OP07-014,CHARACTER,UC,1,知,-,2000,赤,2,ルルシア王国,【自分のターン中】【登場時】自分の「ポートガス・D・エース」1枚までを、このターン中、パワー+2000。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
竜の息吹,OP07-017_p1,OP07-017,EVENT,UC,2,,-,0,赤,2,革命軍,【メイン】相手の、パワー3000以下のキャラ1枚までとコスト1以下のステージ1枚までを、KOする。,【トリガー】このカードの【メイン】効果を発動する。,ONE PIECE CARD THE BEST vol.2【PRB-02】
ウルージ,OP07-021_p4,OP07-021,CHARACTER,R,4,打,5000,1000,緑,2,超新星/破戒僧海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【自分のターン終了時】自分のドン‼1枚までを、アクティブにする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
バルトロメオ,OP07-031_p1,OP07-031,CHARACTER,UC,3,特,4000,1000,緑,2,超新星/バルトクラブ,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【自分のターン中】【ターン1回】キャラが自分の効果でレストになった時、カード1枚を引き、自分の手札1枚を捨てる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
クロコダイル,OP07-040_p1,OP07-040,CHARACTER,UC,4,特,5000,2000,青,2,王下七武海/B・W,【登場時】自分のドン‼1枚をレストにできる：コスト2以下のキャラ1枚までを、持ち主の手札に戻す。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
クロコダイル,OP07-040_p2,OP07-040,CHARACTER,UC,4,特,5000,2000,青,2,王下七武海/B・W,【登場時】自分のドン‼1枚をレストにできる：コスト2以下のキャラ1枚までを、持ち主の手札に戻す。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
虜の矢,OP07-056_p1,OP07-056,EVENT,UC,1,,-,0,青,2,王下七武海/九蛇海賊団,【カウンター】自分のコスト2以上のキャラ1枚を持ち主の手札に戻すことができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。,【トリガー】カード2枚を引き、自分の手札2枚を好きな順番でデッキの下に置く。,ONE PIECE CARD THE BEST vol.2【PRB-02】
ノロノロビームソード,OP07-076_p1,OP07-076,EVENT,C,2,,-,0,紫,2,フォクシー海賊団,【カウンター】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。その後、相手のキャラ1枚までを、レストにする。,【トリガー】ドン‼デッキからドン‼1枚までを、アクティブで追加する。,ONE PIECE CARD THE BEST vol.2【PRB-02】
世界最大の頭脳を持つ男,OP07-114_p1,OP07-114,EVENT,UC,1,,-,0,黄,2,科学者/エッグヘッド,【メイン】自分のデッキの上から5枚を見て、「世界最大の頭脳を持つ男」以外の特徴《エッグヘッド》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【トリガー】カード1枚を引く。,ONE PIECE CARD THE BEST vol.2【PRB-02】
