カード名,カードID,カードコード,タイプ,レアリティ,コスト,属性,パワー,カウンター,色,ブロックアイコン,特徴,テキスト,トリガー,入手情報
ヴィンスモーク・サンジ,OP10-063,OP10-063,CHARACTER,R,1,打,2000,1000,紫,3,ジェルマ王国/ヴィンスモーク家,【登場時】自分のリーダーが『ジェルマ』を含む特徴を持つ場合、自分のデッキの上から5枚を見て、『ジェルマ』を含む特徴を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 王族の血統【OP-10】
複製兵,OP10-064,OP10-064,CHARACTER,C,2,射,2000,1000,紫,3,ジェルマ王国,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ブースターパック 王族の血統【OP-10】
シュガー,OP10-065,OP10-065,CHARACTER,R,1,特,1000,1000,紫,3,ドンキホーテ海賊団,【起動メイン】自分のドン‼1枚をレストにし、このキャラをレストにできる：自分のデッキの上から5枚を見て、特徴《ドンキホーテ海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 王族の血統【OP-10】
ジョーラ,OP10-066,OP10-066,CHARACTER,UC,2,特,2000,2000,紫,3,ドンキホーテ海賊団,【相手のアタック時】【ターン1回】自分のドン!!2枚をレストにできる：相手のコスト4以下のキャラ1枚までを、レストにする。,,ブースターパック 王族の血統【OP-10】
セニョール・ピンク,OP10-067,OP10-067,CHARACTER,R,5,特,6000,0,紫,3,ドンキホーテ海賊団,【登場時】ドン‼-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のトラッシュからコスト5以下の紫のイベント1枚までを、手札に加える。その後、自分のドン‼1枚までを、アクティブにする。,,ブースターパック 王族の血統【OP-10】
ディアマンテ,OP10-068,OP10-068,CHARACTER,C,5,斬,7000,1000,紫,3,ドンキホーテ海賊団,-,,ブースターパック 王族の血統【OP-10】
闘魚,OP10-069,OP10-069,CHARACTER,C,4,打,6000,0,紫,3,動物/ドレスローザ,【ドン‼×1】【アタック時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のコスト1以下のキャラ1枚までを、KOする。,,ブースターパック 王族の血統【OP-10】
トレーボル,OP10-070,OP10-070,CHARACTER,C,4,特,5000,1000,紫,3,ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】次の相手のターン終了時まで、自分の元々のパワー1000以下のキャラすべては、相手の効果でKOされない。,,ブースターパック 王族の血統【OP-10】
ドンキホーテ・ドフラミンゴ,OP10-071,OP10-071,CHARACTER,SR,8,特,9000,0,紫,3,王下七武海/ドンキホーテ海賊団,【登場時】ドン‼-1：自分の手札からコスト5以下の特徴《ドンキホーテ海賊団》を持つキャラカード1枚までを、登場させる。【相手のアタック時】【ターン1回】自分のドン‼1枚をレストにできる：ドン‼デッキからドン‼1枚までを、アクティブで追加する。,,ブースターパック 王族の血統【OP-10】
ドンキホーテ・ロシナンテ,OP10-072,OP10-072,CHARACTER,SR,5,特,6000,1000,紫,3,海軍/ドンキホーテ海賊団,【登場時】自分の手札からイベント1枚を捨てることができる：カード2枚を引く。【自分のターン終了時】自分の場のドン‼が7枚以上ある場合、自分のドン‼2枚までを、アクティブにする。,,ブースターパック 王族の血統【OP-10】
バッファロー,OP10-073,OP10-073,CHARACTER,C,4,打,6000,1000,紫,3,ドンキホーテ海賊団,-,,ブースターパック 王族の血統【OP-10】
ピーカ,OP10-074,OP10-074,CHARACTER,UC,4,打,5000,1000,紫,3,ドンキホーテ海賊団,【ターン1回】このキャラが相手の効果でKOされる場合、代わりに自分のアクティブのドン‼2枚をレストにできる。,,ブースターパック 王族の血統【OP-10】
フォクシー,OP10-075,OP10-075,CHARACTER,UC,2,特,1000,2000,紫,3,フォクシー海賊団,【起動メイン】このキャラをトラッシュに置くことができる：自分の場のドン‼が相手の場のドン‼の枚数以下の場合、カード1枚を引く。,,ブースターパック 王族の血統【OP-10】
ベビー5,OP10-076,OP10-076,CHARACTER,UC,3,特,1000,2000,紫,3,ドンキホーテ海賊団,【登場時】自分の手札1枚を捨てることができる：自分のリーダーが特徴《ドンキホーテ海賊団》を持つ場合、ドン‼デッキからドン‼1枚までを、アクティブで追加する。,,ブースターパック 王族の血統【OP-10】
ベラミー,OP10-077,OP10-077,CHARACTER,C,3,打,4000,1000,紫,3,ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ブロック時】自分のドン‼2枚をレストにできる：ドン!!デッキからドン!!1枚までを、アクティブで追加する。,,ブースターパック 王族の血統【OP-10】
家族を笑う者はおれが許さん…!!!,OP10-078,OP10-078,EVENT,R,1,,-,0,紫,3,王下七武海/ドンキホーテ海賊団,【メイン】/【カウンター】自分のデッキの上から3枚を見て、「家族を笑う者はおれが許さん…!!!」以外の特徴《ドンキホーテ海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 王族の血統【OP-10】
神誅殺,OP10-079,OP10-079,EVENT,UC,5,,-,0,紫,3,王下七武海/ドンキホーテ海賊団,【メイン】相手のコスト5以下のキャラ1枚までを、KOする。その後、ドン!!デッキからドン!!1枚までを、アクティブで追加する。,【トリガー】ドン!!デッキからドン!!1枚までを、アクティブで追加する。,ブースターパック 王族の血統【OP-10】
小熊玩具,OP10-080,OP10-080,EVENT,C,3,,-,0,紫,3,ドンキホーテ海賊団,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、自分の場のドン!!が7枚以上でかつ、自分の手札が5枚以下の場合、カード1枚を引く。,【トリガー】ドン!!デッキからドン!!1枚までを、アクティブで追加する。,ブースターパック 王族の血統【OP-10】
ウソップ,OP10-081,OP10-081,CHARACTER,C,4,射,5000,1000,黒,3,ドレスローザ/麦わらの一味,【登場時】自分の特徴《ドレスローザ》を持つ、リーダーかステージ1枚を、レストにできる：相手のコスト2以下のキャラ1枚までを、KOする。その後、自分のデッキの上から2枚をトラッシュに置く。,,ブースターパック 王族の血統【OP-10】
クザン,OP10-082,OP10-082,CHARACTER,SR,5,特,5000,0,黒,3,元海軍/黒ひげ海賊団,このキャラは相手の効果で場を離れない。【起動メイン】このキャラをトラッシュに置くことができる：カード1枚を引く。その後、自分のトラッシュから「クザン」以外のコスト5以下の特徴《黒ひげ海賊団》を持つキャラカード1枚までを、登場させる。,,ブースターパック 王族の血統【OP-10】
光月モモの助,OP10-083,OP10-083,CHARACTER,UC,2,斬,-,2000,黒,3,ドレスローザ/ワノ国/光月家,【起動メイン】このキャラと自分の特徴《ドレスローザ》を持つ、リーダーかステージ1枚を、レストにできる：相手のキャラ1枚までを、このターン中、コスト-2。,,ブースターパック 王族の血統【OP-10】
サンファン・ウルフ,OP10-084,OP10-084,CHARACTER,C,5,特,7000,1000,黒,3,巨人族/黒ひげ海賊団,-,,ブースターパック 王族の血統【OP-10】
ジーザス・バージェス,OP10-085,OP10-085,CHARACTER,UC,5,打,6000,0,黒,3,ドレスローザ/黒ひげ海賊団,【ドン‼×1】自分のトラッシュが8枚以上ある場合、このキャラは【速攻】を得る。,,ブースターパック 王族の血統【OP-10】
シリュウ,OP10-086,OP10-086,CHARACTER,R,4,斬,5000,1000,黒,3,黒ひげ海賊団,【相手のターン中】このキャラのパワー+2000。【起動メイン】【ターン1回】自分のリーダーが特徴《黒ひげ海賊団》を持ち、このキャラが登場したターンの場合、相手の元々のコスト3以下のキャラ1枚までを、KOする。,,ブースターパック 王族の血統【OP-10】
トニートニー・チョッパー,OP10-087,OP10-087,CHARACTER,UC,2,打,-,1000,黒,3,動物/ドレスローザ/麦わらの一味,【起動メイン】このキャラと自分の特徴《ドレスローザ》を持つ、リーダーかステージ1枚を、レストにできる：相手の手札が5枚以上ある場合、相手は自身の手札1枚を捨てる。その後、自分のデッキの上から2枚をトラッシュに置く。,,ブースターパック 王族の血統【OP-10】
ナミ,OP10-088,OP10-088,CHARACTER,UC,2,特,-,1000,黒,3,ドレスローザ/麦わらの一味,【起動メイン】このキャラと自分の特徴《ドレスローザ》を持つ、リーダーかステージ1枚を、レストにできる：カード1枚を引く。その後、自分のデッキの上から2枚をトラッシュに置く。,,ブースターパック 王族の血統【OP-10】
ニコ・ロビン,OP10-089,OP10-089,CHARACTER,C,6,打,8000,1000,黒,3,ドレスローザ/麦わらの一味,-,,ブースターパック 王族の血統【OP-10】
フランキー,OP10-090,OP10-090,CHARACTER,R,4,打,5000,1000,黒,3,ドレスローザ/麦わらの一味,【ブロッカー】【KO時】自分のトラッシュからコスト3以下の特徴《ドレスローザ》を持つキャラカード1枚までを、レストで登場させる。,,ブースターパック 王族の血統【OP-10】
ブルック,OP10-091,OP10-091,CHARACTER,C,3,斬,-,1000,黒,3,ドレスローザ/麦わらの一味,【起動メイン】このキャラと自分の特徴《ドレスローザ》を持つ、リーダーかステージ1枚を、レストにできる：相手のコスト1以下のキャラ1枚までを、KOする。その後、自分のデッキの上から2枚をトラッシュに置く。,,ブースターパック 王族の血統【OP-10】
ペローナ,OP10-092,OP10-092,CHARACTER,C,4,特,5000,1000,黒,3,スリラーバーク海賊団,【起動メイン】【ターン1回】自分のトラッシュから特徴《スリラーバーク海賊団》を持つカード2枚を好きな順番でデッキの下に置くことができる：自分の「ペローナ」以外のキャラ1枚までを、このターン中、パワー+2000。,,ブースターパック 王族の血統【OP-10】
ホーミング聖,OP10-093,OP10-093,CHARACTER,C,1,知,-,1000,黒,3,天竜人,【起動メイン】このキャラをトラッシュに置くことができる：自分の黒のキャラ1枚までを、次の相手のターン終了時まで、コスト+3。,,ブースターパック 王族の血統【OP-10】
